date,caap.cases.6.J,caap.cases.6.B,caap.cases.6,unadj.rsv.caap.cases.6.J,rsv.caap.cases.6.J,rsv.tested.6.J,unadj.rsv.caap.cases.6.B,rsv.caap.cases.6.B,rsv.tested.6.B,unadj.rsv.caap.cases.6,rsv.caap.cases.6,rsv.tested.6,caap.cases.6.11.J,caap.cases.6.11.B,caap.cases.6.11,unadj.rsv.caap.cases.6.11.J,rsv.caap.cases.6.11.J,rsv.tested.6.11.J,unadj.rsv.caap.cases.6.11.B,rsv.caap.cases.6.11.B,rsv.tested.6.11.B,unadj.rsv.caap.cases.6.11,rsv.caap.cases.6.11,rsv.tested.6.11,caap.cases.12.J,caap.cases.12.B,caap.cases.12,unadj.rsv.caap.cases.12.J,rsv.caap.cases.12.J,rsv.tested.12.J,unadj.rsv.caap.cases.12.B,rsv.caap.cases.12.B,rsv.tested.12.B,unadj.rsv.caap.cases.12,rsv.caap.cases.12,rsv.tested.12,caap.cases.12.23.J,caap.cases.12.23.B,caap.cases.12.23,unadj.rsv.caap.cases.12.23.J,rsv.caap.cases.12.23.J,rsv.tested.12.23.J,unadj.rsv.caap.cases.12.23.B,rsv.caap.cases.12.23.B,rsv.tested.12.23.B,unadj.rsv.caap.cases.12.23,rsv.caap.cases.12.23,rsv.tested.12.23,caap.cases.24.59.J,caap.cases.24.59.B,caap.cases.24.59,unadj.rsv.caap.cases.24.59.J,rsv.caap.cases.24.59.J,rsv.tested.24.59.J,unadj.rsv.caap.cases.24.59.B,rsv.caap.cases.24.59.B,rsv.tested.24.59.B,unadj.rsv.caap.cases.24.59,rsv.caap.cases.24.59,rsv.tested.24.59,caap.cases.60.J,caap.cases.60.B,caap.cases.60,unadj.rsv.caap.cases.60.J,rsv.caap.cases.60.J,rsv.tested.60.J,unadj.rsv.caap.cases.60.B,rsv.caap.cases.60.B,rsv.tested.60.B,unadj.rsv.caap.cases.60,rsv.caap.cases.60,rsv.tested.60,pop.12.J,pop.12.B,pop.12,pop.12.23.J,pop.12.23.B,pop.12.23,pop.24.59.J,pop.24.59.B,pop.24.59,pop.60.J,pop.60.B,pop.60
2018-09-01,0,1,1,0,0,0,0,0,1,0,0,1,2,2,4,0,0,1,0,0,0,0,0,1,2,3,5,0,0,1,0,0,1,0,0,2,3,3,6,0,0,3,0,0,1,0,0,4,4,3,7,0,0,2,0,0,2,0,0,4,9,9,18,0,0,6,0,0,4,0,0,10,9389,10364,19728,9680,9808,19447,27854,27287,55199,46923,47459,94373
2018-10-01,1,2,3,0,0,1,0,0,2,0,0,3,0,1,1,0,0,0,0,0,1,0,0,1,1,3,4,0,0,1,0,0,3,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,1,7,3,10,0,0,2,0,0,3,0,0,5,9399,10398,19759,9697,9834,19469,27909,27350,55345,47005,47582,94573
2018-11-01,1,3,4,0,1,0,0,0,2,0,1,2,2,4,6,0,1,1,0,0,4,0,1,5,3,7,10,0,1,1,0,0,6,0,1,7,3,2,5,0,1,0,0,0,2,0,1,2,3,9,12,0,0,1,0,0,6,0,0,7,9,18,27,0,2,2,0,0,14,0,2,16,9409,10431,19790,9714,9860,19491,27964,27412,55492,47087,47703,94772
2018-12-01,4,6,10,3,4,3,0,0,5,3,4,8,12,6,18,6,7,11,1,1,6,7,8,17,16,12,28,9,11,14,1,1,11,10,12,25,7,6,13,1,2,5,0,0,6,1,2,11,6,10,16,1,2,4,0,0,9,1,2,13,29,28,57,11,14,23,1,1,26,12,15,49,9420,10465,19821,9731,9886,19513,28019,27475,55638,47170,47826,94972
2019-01-01,12,11,23,8,10,9,3,4,9,11,14,18,15,12,27,9,10,13,2,3,10,11,13,23,27,23,50,17,21,22,5,7,19,22,27,41,14,8,22,8,10,11,1,1,8,9,11,19,10,7,17,2,3,7,1,1,6,3,4,13,51,38,89,27,33,40,7,9,33,34,42,73,9430,10499,19852,9747,9912,19535,28075,27538,55785,47252,47949,95171
2019-02-01,4,29,33,1,1,4,20,21,28,21,22,32,6,10,16,4,5,5,5,6,8,9,11,13,10,39,49,5,6,9,25,27,36,30,32,45,4,8,12,1,2,3,5,5,8,6,7,11,6,13,19,4,4,6,5,5,12,9,9,18,20,60,80,10,11,18,35,37,56,45,48,74,9440,10532,19883,9764,9937,19556,28130,27600,55931,47334,48069,95371
2019-03-01,4,26,30,2,2,4,18,19,24,20,21,28,6,15,21,2,2,6,9,10,14,11,12,20,10,41,51,4,4,10,27,29,38,31,33,48,2,13,15,0,0,2,8,8,13,8,8,15,5,4,9,0,0,4,2,2,4,2,2,8,17,58,75,4,4,16,37,39,55,41,43,71,9450,10566,19914,9781,9963,19578,28185,27663,56078,47416,48192,95570
2019-04-01,4,13,17,0,0,3,9,10,12,9,10,15,1,3,4,0,0,1,0,1,1,0,1,2,5,16,21,0,0,4,9,11,13,9,11,17,4,4,8,1,1,4,1,2,3,2,3,7,5,3,8,0,0,3,0,0,3,0,0,6,14,23,37,1,1,11,10,12,19,11,14,30,9460,10599,19945,9798,9989,19600,28240,27726,56224,47498,48314,95770
2019-05-01,1,4,5,0,0,1,0,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,1,0,1,3,0,1,4,0,3,3,0,0,0,1,1,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,2,9,11,0,0,1,1,2,5,1,2,6,9470,10633,19976,9815,10015,19622,28295,27789,56371,47580,48437,95969
2019-06-01,0,2,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,2,0,0,2,4,1,5,0,0,3,0,0,1,0,0,4,2,1,3,0,0,1,0,0,1,0,0,2,6,5,11,0,0,4,0,0,4,0,0,8,9480,10667,20007,9831,10041,19644,28350,27851,56517,47661,48559,96169
